Entity,Day,"Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)"
United States,2021-10-08,294.95532
United States,2021-10-09,290.35257
United States,2021-10-10,285.26083
United States,2021-10-11,280.50122
United States,2021-10-12,277.0755
United States,2021-10-13,271.2802
United States,2021-10-14,266.1935
United States,2021-10-15,257.02856
United States,2021-10-16,250.2662
United States,2021-10-17,243.53857
United States,2021-10-18,240.36508
United States,2021-10-19,235.84598
United States,2021-10-20,233.48729
United States,2021-10-21,229.70477
United States,2021-10-22,221.43202
United States,2021-10-23,217.542
United States,2021-10-24,212.71379
United States,2021-10-25,201.46706
United States,2021-10-26,193.27377
United States,2021-10-27,198.35086
United States,2021-10-28,207.21507
United States,2021-10-29,210.42119
United States,2021-10-30,216.92546
United States,2021-10-31,220.09352
United States,2021-11-01,219.60664
United States,2021-11-02,218.4731
United States,2021-11-03,232.43825
United States,2021-11-04,221.0635
United States,2021-11-05,218.79099
United States,2021-11-06,212.8217
United States,2021-11-07,213.41148
United States,2021-11-08,213.84525
United States,2021-11-09,216.42896
United States,2021-11-10,215.81995
United States,2021-11-11,219.28749
United States,2021-11-12,225.5546
United States,2021-11-13,219.19547
United States,2021-11-14,233.05771
United States,2021-11-15,246.98186
United States,2021-11-16,247.84729
United States,2021-11-17,255.0413
United States,2021-11-18,260.9106
United States,2021-11-19,265.9555
United States,2021-11-20,286.96283
United States,2021-11-21,283.12427
United States,2021-11-22,273.4695
United States,2021-11-23,275.62698
United States,2021-11-24,280.55768
United States,2021-11-25,282.29398
United States,2021-11-26,282.59723
United States,2021-11-27,261.2034
United States,2021-11-28,247.78705
United States,2021-11-29,250.13194
United States,2021-11-30,257.57147
United States,2021-12-01,235.86313
United States,2021-12-02,244.07147
United States,2021-12-03,255.17264
United States,2021-12-04,284.93164
United States,2021-12-05,314.13602
United States,2021-12-06,320.6411
United States,2021-12-07,320.12955
United States,2021-12-08,358.01074
United States,2021-12-09,360.04276
United States,2021-12-10,358.6344
United States,2021-12-11,355.9415
United States,2021-12-12,349.25153
United States,2021-12-13,347.83563
United States,2021-12-14,349.00473
United States,2021-12-15,349.69073
United States,2021-12-16,349.6464
United States,2021-12-17,356.66052
United States,2021-12-18,367.21667
United States,2021-12-19,376.08005
United States,2021-12-20,385.9586
United States,2021-12-21,404.40646
United States,2021-12-22,438.06802
United States,2021-12-23,470.64206
United States,2021-12-24,508.87543
United States,2021-12-25,557.45624
United States,2021-12-26,592.8792
United States,2021-12-27,604.69147
United States,2021-12-28,650.3138
United States,2021-12-29,733.2739
United States,2021-12-30,811.1561
United States,2021-12-31,910.0486
United States,2022-01-01,1037.9735
United States,2022-01-02,1134.3936
United States,2022-01-03,1212.6676
United States,2022-01-04,1287.78
United States,2022-01-05,1470.9435
United States,2022-01-06,1614.4138
United States,2022-01-07,1709.983
United States,2022-01-08,1799.4069
United States,2022-01-09,1958.7661
United States,2022-01-10,2019.7455
United States,2022-01-11,2059.7678
United States,2022-01-12,2211.6577
United States,2022-01-13,2241.3662
United States,2022-01-14,2305.401
United States,2022-01-15,2344.6636
United States,2022-01-16,2363.677
United States,2022-01-17,2370.8772
United States,2022-01-18,2342.516
United States,2022-01-19,2218.2637
United States,2022-01-20,2240.3296
United States,2022-01-21,2208.7854
United States,2022-01-22,2160.343
United States,2022-01-23,2109.3435
United States,2022-01-24,2051.8745
United States,2022-01-25,2008.4612
United States,2022-01-26,2026.3147
United States,2022-01-27,1874.4532
United States,2022-01-28,1776.0564
United States,2022-01-29,1690.8651
United States,2022-01-30,1584.9757
United States,2022-01-31,1540.4739
United States,2022-02-01,1474.9155
United States,2022-02-02,1293.1194
United States,2022-02-03,1210.8126
United States,2022-02-04,1109.664
United States,2022-02-05,1016.4835
United States,2022-02-06,915.4954
United States,2022-02-07,866.3851
United States,2022-02-08,840.60394
United States,2022-02-09,727.18164
United States,2022-02-10,685.9655
United States,2022-02-11,641.20483
United States,2022-02-12,564.13245
United States,2022-02-13,511.18604
United States,2022-02-14,495.76233
United States,2022-02-15,475.40292
United States,2022-02-16,420.58096
United States,2022-02-17,383.0022
United States,2022-02-18,345.07248
United States,2022-02-19,317.75247
United States,2022-02-20,296.20807
United States,2022-02-21,284.87643
United States,2022-02-22,277.8786
United States,2022-02-23,225.2254
United States,2022-02-24,228.1291
United States,2022-02-25,214.72237
United States,2022-02-26,204.0926
United States,2022-02-27,191.68639
United States,2022-02-28,185.35571
United States,2022-03-01,179.91597
United States,2022-03-02,191.55421
United States,2022-03-03,170.13698
United States,2022-03-04,161.40411
United States,2022-03-05,151.59961
United States,2022-03-06,139.08214
United States,2022-03-07,134.3263
United States,2022-03-08,130.4664
United States,2022-03-09,122.53579
United States,2022-03-10,108.88017
United States,2022-03-11,106.08857
United States,2022-03-12,101.05916
United States,2022-03-13,98.01659
United States,2022-03-14,97.12439
United States,2022-03-15,97.201775
United States,2022-03-16,98.74606
United States,2022-03-17,95.9532
United States,2022-03-18,92.489006
United States,2022-03-19,89.79569
United States,2022-03-20,87.31194
United States,2022-03-21,86.3591
United States,2022-03-22,86.74057
United States,2022-03-23,77.479416
United States,2022-03-24,77.59486
United States,2022-03-25,80.6617
United States,2022-03-26,81.88224
United States,2022-03-27,80.92438
United States,2022-03-28,82.02445
United States,2022-03-29,81.90524
United States,2022-03-30,79.22783
United States,2022-03-31,78.93796
United States,2022-04-01,80.225845
United States,2022-04-02,81.89311
United States,2022-04-03,81.34056
United States,2022-04-04,80.991714
United States,2022-04-05,81.32425
United States,2022-04-06,79.02496
United States,2022-04-07,82.9133
United States,2022-04-08,80.41073
United States,2022-04-09,77.79354
United States,2022-04-10,84.154755
United States,2022-04-11,85.14859
United States,2022-04-12,87.97868
United States,2022-04-13,91.17477
United States,2022-04-14,89.25695
United States,2022-04-15,90.885315
United States,2022-04-16,102.974464
United States,2022-04-17,103.70813
United States,2022-04-18,104.86426
United States,2022-04-19,105.47202
United States,2022-04-20,106.071
United States,2022-04-21,116.37284
United States,2022-04-22,121.08226
United States,2022-04-23,115.56137
United States,2022-04-24,125.78583
United States,2022-04-25,128.56363
United States,2022-04-26,129.54074
United States,2022-04-27,135.33601
United States,2022-04-28,139.93544
United States,2022-04-29,148.19104
United States,2022-04-30,153.38023
United States,2022-05-01,158.3398
United States,2022-05-02,159.37755
United States,2022-05-03,161.74962
United States,2022-05-04,167.70677
United States,2022-05-05,171.1166
United States,2022-05-06,180.90102
United States,2022-05-07,188.46982
United States,2022-05-08,194.77582
United States,2022-05-09,195.43628
United States,2022-05-10,197.5189
United States,2022-05-11,212.94594
United States,2022-05-12,224.5252
United States,2022-05-13,235.9267
United States,2022-05-14,243.74646
United States,2022-05-15,253.04108
United States,2022-05-16,253.70238
United States,2022-05-17,259.7566
United States,2022-05-18,269.1315
United States,2022-05-19,281.41434
United States,2022-05-20,289.2048
United States,2022-05-21,293.81635
United States,2022-05-22,307.2252
United States,2022-05-23,310.28156
United States,2022-05-24,309.7177
United States,2022-05-25,304.48
United States,2022-05-26,306.03937
United States,2022-05-27,309.17477
United States,2022-05-28,310.61536
United States,2022-05-29,309.82898
United States,2022-05-30,309.68048
United States,2022-05-31,305.7428
United States,2022-06-01,282.5918
United States,2022-06-02,292.06168
United States,2022-06-03,286.63864
United States,2022-06-04,285.96313
United States,2022-06-05,282.60184
United States,2022-06-06,287.3786
United States,2022-06-07,290.6621
United States,2022-06-08,309.1246
United States,2022-06-09,307.5874
United States,2022-06-10,309.09656
United States,2022-06-11,306.7567
United States,2022-06-12,309.9645
United States,2022-06-13,305.8804
United States,2022-06-14,303.95883
United States,2022-06-15,300.4846
United States,2022-06-16,294.50443
United States,2022-06-17,293.92554
United States,2022-06-18,290.41574
United States,2022-06-19,281.1918
United States,2022-06-20,280.41632
United States,2022-06-21,279.07614
United States,2022-06-22,262.71548
United States,2022-06-23,282.9946
United States,2022-06-24,279.2397
United States,2022-06-25,281.0362
United States,2022-06-26,296.82755
United States,2022-06-27,300.2403
United States,2022-06-28,303.86304
United States,2022-06-29,322.38702
United States,2022-06-30,309.12793
United States,2022-07-01,315.3022
United States,2022-07-02,319.89783
United States,2022-07-03,323.654
United States,2022-07-04,325.39655
United States,2022-07-05,326.24063
United States,2022-07-06,304.99908
United States,2022-07-07,311.2298
United States,2022-07-08,309.88797
United States,2022-07-09,313.12503
United States,2022-07-10,311.1043
United States,2022-07-11,314.1992
United States,2022-07-12,318.77518
United States,2022-07-13,347.1802
United States,2022-07-14,353.2227
United States,2022-07-15,357.51007
United States,2022-07-16,365.20142
United States,2022-07-17,371.52917
United States,2022-07-18,372.36572
United States,2022-07-19,371.91983
United States,2022-07-20,366.91342
United States,2022-07-21,364.92242
United States,2022-07-22,366.12833
United States,2022-07-23,370.0861
United States,2022-07-24,380.0897
United States,2022-07-25,378.28357
United States,2022-07-26,377.66827
United States,2022-07-27,379.6409
United States,2022-07-28,375.16736
United States,2022-07-29,375.98175
United States,2022-07-30,374.47134
United States,2022-07-31,396.52313
United States,2022-08-01,390.1042
United States,2022-08-02,383.13773
United States,2022-08-03,388.4227
United States,2022-08-04,385.35626
United States,2022-08-05,380.75687
United States,2022-08-06,375.13892
United States,2022-08-07,329.62662
United States,2022-08-08,327.67242
United States,2022-08-09,325.5237
United States,2022-08-10,316.98618
United States,2022-08-11,306.91357
United States,2022-08-12,302.11295
United States,2022-08-13,299.48572
United States,2022-08-14,293.47336
United States,2022-08-15,292.36407
United States,2022-08-16,287.46643
United States,2022-08-17,287.76508
United States,2022-08-18,283.31375
United States,2022-08-19,275.64163
United States,2022-08-20,271.1171
United States,2022-08-21,269.75977
United States,2022-08-22,268.93784
United States,2022-08-23,271.78174
United States,2022-08-24,264.40283
United States,2022-08-25,259.95233
United States,2022-08-26,264.3744
United States,2022-08-27,262.6126
United States,2022-08-28,255.28893
United States,2022-08-29,255.5198
United States,2022-08-30,255.17516
United States,2022-08-31,253.73125
United States,2022-09-01,253.82578
United States,2022-09-02,249.78685
United States,2022-09-03,247.06761
United States,2022-09-04,242.75471
United States,2022-09-05,240.97118
United States,2022-09-06,239.79245
United States,2022-09-07,216.45155
United States,2022-09-08,217.6152
United States,2022-09-09,205.38383
United States,2022-09-10,197.72052
United States,2022-09-11,188.021
United States,2022-09-12,186.85776
United States,2022-09-13,185.16832
United States,2022-09-14,200.00433
United States,2022-09-15,174.48459
United States,2022-09-16,173.5765
United States,2022-09-17,178.71802
United States,2022-09-18,170.19888
United States,2022-09-19,168.29195
United States,2022-09-20,168.28023
United States,2022-09-21,162.79198
United States,2022-09-22,159.28302
United States,2022-09-23,156.96574
United States,2022-09-24,157.64963
United States,2022-09-25,154.2306
United States,2022-09-26,153.5191
United States,2022-09-27,151.47246
United States,2022-09-28,148.48091
United States,2022-09-29,144.6298
United States,2022-09-30,142.2021
United States,2022-10-01,137.16348
United States,2022-10-02,134.36603
United States,2022-10-03,132.83136
United States,2022-10-04,132.22945
United States,2022-10-05,130.02344
United States,2022-10-06,128.88069
United States,2022-10-07,123.03229
United States,2022-10-08,119.454735
United States,2022-10-09,117.36291
United States,2022-10-10,116.99942
United States,2022-10-11,116.7334
United States,2022-10-12,113.408485
United States,2022-10-13,113.61804
United States,2022-10-14,110.80343
United States,2022-10-15,108.45687
United States,2022-10-16,105.105606
United States,2022-10-17,102.89583
United States,2022-10-18,102.0304
United States,2022-10-19,105.97939
United States,2022-10-20,106.33201
United States,2022-10-21,82.29591
United States,2022-10-22,132.77614
United States,2022-10-23,118.6805
United States,2022-10-24,116.149895
United States,2022-10-25,111.48564
United States,2022-10-26,97.322655
United States,2022-10-27,81.010124
United States,2022-10-28,187.73698
United States,2022-10-29,106.72687
United States,2022-10-30,106.72687
United States,2022-10-31,106.72687
United States,2022-11-01,106.72687
United States,2022-11-02,106.72687
United States,2022-11-03,106.72687
United States,2022-11-04,111.808136
United States,2022-11-05,111.808136
United States,2022-11-06,111.808136
United States,2022-11-07,111.808136
United States,2022-11-08,111.808136
United States,2022-11-09,111.808136
United States,2022-11-10,111.808136
United States,2022-11-11,118.33039
United States,2022-11-12,118.33039
United States,2022-11-13,118.33039
United States,2022-11-14,118.33039
United States,2022-11-15,118.33039
United States,2022-11-16,118.33039
United States,2022-11-17,118.33039
United States,2022-11-18,115.02054
United States,2022-11-19,115.02054
United States,2022-11-20,115.02054
United States,2022-11-21,115.02054
United States,2022-11-22,115.02054
United States,2022-11-23,115.02054
United States,2022-11-24,115.02054
United States,2022-11-25,125.55578
United States,2022-11-26,125.55578
United States,2022-11-27,125.55578
United States,2022-11-28,125.55578
United States,2022-11-29,125.55578
United States,2022-11-30,125.55578
United States,2022-12-01,125.55578
United States,2022-12-02,126.57136
United States,2022-12-03,126.57136
United States,2022-12-04,126.57136
United States,2022-12-05,126.57136
United States,2022-12-06,126.57136
United States,2022-12-07,126.57136
United States,2022-12-08,126.57136
United States,2022-12-09,193.33902
United States,2022-12-10,193.33902
United States,2022-12-11,193.33902
United States,2022-12-12,193.33902
United States,2022-12-13,193.33902
United States,2022-12-14,193.33902
United States,2022-12-15,193.33902
United States,2022-12-16,186.55911
United States,2022-12-17,186.55911
United States,2022-12-18,186.55911
United States,2022-12-19,186.55911
United States,2022-12-20,186.55911
United States,2022-12-21,186.55911
United States,2022-12-22,186.55911
United States,2022-12-23,212.49043
United States,2022-12-24,212.49043
United States,2022-12-25,212.49043
United States,2022-12-26,212.49043
United States,2022-12-27,212.49043
United States,2022-12-28,212.49043
United States,2022-12-29,212.49043
United States,2022-12-30,164.051
United States,2022-12-31,164.051
United States,2023-01-01,164.051
United States,2023-01-02,164.051
United States,2023-01-03,164.051
United States,2023-01-04,164.051
United States,2023-01-05,164.051
United States,2023-01-06,197.30893
United States,2023-01-07,197.30893
United States,2023-01-08,197.30893
United States,2023-01-09,197.30893
United States,2023-01-10,197.30893
United States,2023-01-11,197.30893
United States,2023-01-12,197.30893
United States,2023-01-13,187.4283
United States,2023-01-14,187.4283
United States,2023-01-15,187.4283
United States,2023-01-16,187.4283
United States,2023-01-17,187.4283
United States,2023-01-18,187.4283
United States,2023-01-19,187.4283
United States,2023-01-20,128.84096
United States,2023-01-21,128.84096
United States,2023-01-22,128.84096
United States,2023-01-23,128.84096
United States,2023-01-24,128.84096
United States,2023-01-25,128.84096
United States,2023-01-26,128.84096
United States,2023-01-27,123.33721
United States,2023-01-28,123.33721
United States,2023-01-29,123.33721
United States,2023-01-30,123.33721
United States,2023-01-31,123.33721
United States,2023-02-01,123.33721
United States,2023-02-02,123.33721
United States,2023-02-03,119.37819
United States,2023-02-04,119.37819
United States,2023-02-05,119.37819
United States,2023-02-06,119.37819
United States,2023-02-07,119.37819
United States,2023-02-08,119.37819
United States,2023-02-09,119.37819
United States,2023-02-10,116.37744
United States,2023-02-11,116.37744
United States,2023-02-12,116.37744
United States,2023-02-13,116.37744
United States,2023-02-14,116.37744
United States,2023-02-15,116.37744
United States,2023-02-16,116.37744
United States,2023-02-17,106.39893
United States,2023-02-18,106.39893
United States,2023-02-19,106.39893
United States,2023-02-20,106.39893
United States,2023-02-21,106.39893
United States,2023-02-22,106.39893
United States,2023-02-23,106.39893
United States,2023-02-24,0
United States,2023-02-25,111.75125
United States,2023-02-26,111.75125
United States,2023-02-27,111.75125
United States,2023-02-28,111.75125
United States,2023-03-01,111.75125
United States,2023-03-02,111.75125
United States,2023-03-03,111.75125
United States,2023-03-04,95.29609
United States,2023-03-05,95.29609
United States,2023-03-06,95.29609
United States,2023-03-07,95.29609
United States,2023-03-08,95.29609
United States,2023-03-09,95.29609
United States,2023-03-10,95.29609
United States,2023-03-11,71.35578
United States,2023-03-12,71.35578
United States,2023-03-13,71.35578
United States,2023-03-14,71.35578
United States,2023-03-15,71.35578
United States,2023-03-16,71.35578
United States,2023-03-17,71.35578
United States,2023-03-18,52.95979
United States,2023-03-19,52.95979
United States,2023-03-20,52.95979
United States,2023-03-21,52.95979
United States,2023-03-22,52.95979
United States,2023-03-23,52.95979
United States,2023-03-24,52.95979
United States,2023-03-25,63.98358
United States,2023-03-26,63.98358
United States,2023-03-27,63.98358
United States,2023-03-28,63.98358
United States,2023-03-29,63.98358
United States,2023-03-30,63.98358
United States,2023-03-31,63.98358
United States,2023-04-01,73.76717
United States,2023-04-02,73.76717
United States,2023-04-03,73.76717
United States,2023-04-04,73.76717
United States,2023-04-05,73.76717
United States,2023-04-06,73.76717
United States,2023-04-07,73.76717
United States,2023-04-08,0
United States,2023-04-09,43.280354
United States,2023-04-10,43.280354
United States,2023-04-11,43.280354
United States,2023-04-12,43.280354
United States,2023-04-13,43.280354
United States,2023-04-14,43.280354
United States,2023-04-15,43.280354
United States,2023-04-16,43.525047
United States,2023-04-17,43.525047
United States,2023-04-18,43.525047
United States,2023-04-19,43.525047
United States,2023-04-20,43.525047
United States,2023-04-21,43.525047
United States,2023-04-22,43.525047
United States,2023-04-23,41.18686
United States,2023-04-24,41.18686
United States,2023-04-25,41.18686
United States,2023-04-26,41.18686
United States,2023-04-27,41.18686
United States,2023-04-28,41.18686
United States,2023-04-29,41.18686
United States,2023-04-30,36.1746
United States,2023-05-01,36.1746
United States,2023-05-02,36.1746
United States,2023-05-03,36.1746
United States,2023-05-04,36.1746
United States,2023-05-05,36.1746
United States,2023-05-06,36.1746
United States,2023-05-07,32.27664
United States,2023-05-08,32.27664
United States,2023-05-09,32.27664
United States,2023-05-10,32.27664
United States,2023-05-11,32.27664
United States,2023-05-12,32.27664
United States,2023-05-13,32.27664
United States,2023-05-14,39.00887
United States,2023-05-15,39.00887
United States,2023-05-16,39.00887
United States,2023-05-17,39.00887
United States,2023-05-18,39.00887
United States,2023-05-19,39.00887
United States,2023-05-20,39.00887
United States,2023-05-21,0